time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
13.3,CRUISE,56.0058696,95.0011928,607.22,332.0,275.22,56.0058732,95.001196,606.66,0.44,-0.56,12.21,124.196,-8.119,125.058,0.0,356.28,5.62,-3.72,787.9,99755.98,1,0
13.4,CRUISE,56.0059812,95.0012128,606.34,332.0,274.34,56.0059847,95.001216,605.77,0.44,-0.56,12.76,124.217,-9.516,125.233,360.0,355.64,5.87,-4.36,800.42,99743.58,1,0
13.5,CRUISE,56.0060928,95.0012337,605.32,332.0,273.32,56.006097,95.0012373,604.86,0.52,-0.45,13.315,124.24,-10.904,125.427,0.0,355.01,6.12,-4.99,812.95,99731.09,1,0
13.6,CRUISE,56.0062044,95.0012555,604.15,332.0,272.15,56.0062086,95.0012591,603.7,0.52,-0.45,13.866,124.247,-12.306,125.622,0.0,354.38,6.37,-5.62,825.51,99718.69,1,0
13.7,CRUISE,56.0063159,95.0012782,602.85,330.0,272.85,56.0063196,95.0012811,602.46,0.45,-0.4,14.415,124.238,-13.704,125.82,360.0,353.75,6.62,-6.25,838.08,99706.34,1,0
13.8,CRUISE,56.0064275,95.0013017,601.41,330.0,271.41,56.0064312,95.0013047,601.01,0.45,-0.4,14.971,124.228,-15.112,126.036,360.0,353.11,6.87,-6.89,850.67,99693.94,1,0
13.9,CRUISE,56.0065391,95.0013262,599.83,329.0,270.83,56.0065428,95.0013268,599.53,0.42,-0.3,15.512,124.212,-16.509,126.261,0.0,352.49,7.12,-7.51,863.29,99681.53,1,0
14.0,CRUISE,56.0066506,95.0013515,598.11,329.0,269.11,56.0066543,95.0013521,597.81,0.42,-0.3,16.071,124.188,-17.919,126.499,360.0,351.86,7.37,-8.14,875.92,99669.12,1,0
14.1,CRUISE,56.0067622,95.0013777,596.25,329.0,267.25,56.0067656,95.0013809,595.9,0.43,-0.35,16.648,124.15,-19.337,126.745,360.0,351.22,7.64,-8.78,888.59,99656.76,1,0
14.2,CRUISE,56.0068736,95.0014049,594.24,328.0,266.24,56.0068771,95.0014081,593.89,0.43,-0.35,17.209,124.109,-20.752,127.003,360.0,350.6,7.89,-9.4,901.27,99644.36,1,0
14.3,CRUISE,56.0069851,95.0014329,592.1,328.0,264.1,56.0069888,95.0014339,591.77,0.41,-0.33,17.757,124.063,-22.167,127.272,360.0,349.97,8.15,-10.03,913.99,99631.94,1,0
14.4,CRUISE,56.0070965,95.0014618,589.81,329.0,260.81,56.0071002,95.0014628,589.49,0.41,-0.33,18.32,124.005,-23.587,127.551,0.0,349.34,8.4,-10.66,926.73,99619.56,1,0
14.5,CRUISE,56.0072078,95.0014916,587.38,329.0,258.38,56.0072116,95.0014899,586.99,0.44,-0.39,18.869,123.941,-25.011,127.84,360.0,348.72,8.66,-11.28,939.5,99607.16,1,0
14.6,CRUISE,56.0073191,95.0015223,584.81,329.0,255.81,56.0073229,95.0015206,584.42,0.44,-0.39,19.436,123.865,-26.434,128.137,360.0,348.09,8.92,-11.91,952.3,99594.79,1,0
14.7,CRUISE,56.0074303,95.0015539,582.09,331.0,251.09,56.0074326,95.0015516,581.61,0.3,-0.48,20.002,123.765,-27.863,128.43,0.0,347.47,9.18,-12.53,965.13,99582.59,1,0
14.8,CRUISE,56.0075414,95.0015864,579.24,331.0,248.24,56.0075438,95.0015841,578.76,0.3,-0.48,20.575,123.672,-29.288,128.747,0.0,346.85,9.45,-13.15,977.98,99570.24,1,0
14.9,CRUISE,56.0076525,95.0016199,576.24,333.0,243.24,56.0076558,95.0016195,575.78,0.38,-0.46,21.17,123.583,-30.704,129.088,360.0,346.24,9.72,-13.76,990.88,99557.78,1,0
15.0,CRUISE,56.0077634,95.0016543,573.1,333.0,240.1,56.0077668,95.0016539,572.64,0.38,-0.46,21.764,123.475,-32.111,129.425,0.0,345.63,10.0,-14.37,1003.8,99545.44,1,0
15.1,CRUISE,56.0078743,95.0016896,569.82,333.0,236.82,56.0078768,95.0016861,569.56,0.36,-0.26,22.349,123.351,-33.486,129.755,0.0,345.04,10.27,-14.96,1016.76,99533.21,1,0
15.2,CRUISE,56.007985,95.001726,566.4,332.0,234.4,56.0079876,95.0017224,566.14,0.36,-0.26,22.967,123.229,-34.867,130.11,0.0,344.46,10.56,-15.54,1029.75,99520.9,1,0
15.3,CRUISE,56.0080956,95.0017633,562.84,332.0,230.84,56.0080979,95.0017586,562.58,0.39,-0.27,23.59,123.098,-36.234,130.47,360.0,343.88,10.85,-16.12,1042.78,99508.63,1,0
15.4,CRUISE,56.0082061,95.0018016,559.15,331.0,228.15,56.0082084,95.0017969,558.88,0.39,-0.27,24.233,122.965,-37.585,130.845,360.0,343.31,11.15,-16.69,1055.85,99496.34,1,0
15.5,CRUISE,56.0083165,95.001841,555.33,330.0,225.33,56.0083191,95.0018357,555.2,0.44,-0.13,24.883,122.83,-38.909,131.226,0.0,342.75,11.45,-17.25,1068.95,99484.04,1,0
15.6,CRUISE,56.0084267,95.0018814,551.37,330.0,221.37,56.0084293,95.0018762,551.24,0.44,-0.13,25.552,122.685,-40.229,131.616,0.0,342.2,11.76,-17.8,1082.1,99471.79,1,0
15.7,CRUISE,56.0085369,95.0019229,547.28,329.0,218.28,56.0085401,95.0019173,547.04,0.5,-0.24,26.236,122.544,-41.53,132.023,0.0,341.67,12.08,-18.33,1095.28,99459.47,1,0
15.8,CRUISE,56.0086469,95.0019655,543.07,329.0,214.07,56.0086501,95.0019599,542.83,0.5,-0.24,26.933,122.39,-42.811,132.43,360.0,341.14,12.41,-18.86,1108.5,99447.24,1,0
15.9,CRUISE,56.0087567,95.0020092,538.72,327.0,211.72,56.008759,95.0020033,538.51,0.45,-0.21,27.639,122.222,-44.069,132.832,360.0,340.62,12.74,-19.38,1121.76,99435.14,1,0
16.0,CRUISE,56.0088664,95.0020541,534.25,327.0,207.25,56.0088687,95.0020481,534.05,0.45,-0.21,28.362,122.063,-45.306,133.253,0.0,340.12,13.08,-19.88,1135.07,99422.94,1,0
16.1,CRUISE,56.008976,95.0021002,529.66,326.0,203.66,56.0089792,95.002093,529.53,0.58,-0.13,29.089,121.91,-46.517,133.687,0.0,339.64,13.42,-20.36,1148.42,99410.66,1,0
16.2,CRUISE,56.0090854,95.0021474,524.95,325.0,199.95,56.0090886,95.0021402,524.82,0.58,-0.13,29.835,121.748,-47.706,134.122,0.0,339.16,13.77,-20.84,1161.81,99398.5,1,0
16.3,CRUISE,56.0091947,95.0021958,520.12,325.0,195.12,56.0091979,95.0021885,519.79,0.58,-0.33,30.593,121.591,-48.871,134.569,360.0,338.71,14.12,-21.29,1175.24,99386.35,1,0
16.4,CRUISE,56.0093038,95.0022455,515.18,325.0,190.18,56.009307,95.0022382,514.85,0.58,-0.33,31.369,121.43,-50.003,135.017,0.0,338.26,14.48,-21.74,1188.72,99374.22,1,0
16.5,CRUISE,56.0094128,95.0022964,510.12,325.0,185.12,56.0094162,95.002287,509.84,0.7,-0.28,32.142,121.273,-51.104,135.469,360.0,337.84,14.84,-22.16,1202.25,99362.09,1,0
16.6,CRUISE,56.0095216,95.0023486,504.96,325.0,179.96,56.009525,95.0023392,504.67,0.7,-0.28,32.937,121.118,-52.176,135.929,0.0,337.43,15.21,-22.57,1215.82,99349.99,1,0
16.7,CRUISE,56.0096303,95.002402,499.69,326.0,173.69,56.0096342,95.0023903,499.47,0.85,-0.22,33.728,120.972,-53.214,136.394,360.0,337.04,15.58,-22.96,1229.43,99337.85,1,0
16.8,CRUISE,56.0097389,95.0024567,494.32,326.0,168.32,56.0097428,95.002445,494.1,0.85,-0.22,34.542,120.827,-54.217,136.864,0.0,336.66,15.95,-23.34,1243.1,99325.78,1,0
16.9,CRUISE,56.0098474,95.0025127,488.84,326.0,162.84,56.0098515,95.0024998,488.71,0.93,-0.14,35.355,120.689,-55.188,137.338,0.0,336.31,16.33,-23.69,1256.81,99313.7,1,0
17.0,CRUISE,56.0099557,95.0025701,483.28,326.0,157.28,56.0099598,95.0025572,483.14,0.93,-0.14,36.184,120.559,-56.126,137.818,360.0,335.97,16.71,-24.03,1270.57,99301.66,1,0
17.1,CRUISE,56.0100639,95.0026287,477.62,326.0,151.62,56.0100682,95.0026151,477.56,0.97,-0.06,37.012,120.435,-57.03,138.3,0.0,335.65,17.08,-24.35,1284.37,99289.62,1,0
17.2,CRUISE,56.0101721,95.0026887,471.87,325.0,146.87,56.0101763,95.0026751,471.81,0.97,-0.06,37.849,120.32,-57.899,138.786,360.0,335.34,17.46,-24.66,1298.23,99277.6,1,0
17.3,CRUISE,56.0102801,95.0027501,466.04,325.0,141.04,56.0102848,95.0027381,465.91,0.92,-0.13,38.695,120.224,-58.734,139.287,360.0,335.06,17.84,-24.94,1312.13,99265.54,1,0
17.4,CRUISE,56.010388,95.0028128,460.13,325.0,135.13,56.0103927,95.0028008,460.0,0.92,-0.13,39.535,120.13,-59.535,139.781,0.0,334.79,18.22,-25.21,1326.09,99253.55,1,0
17.5,CRUISE,56.0104959,95.0028769,454.14,323.0,131.14,56.0104988,95.0028677,453.97,0.66,-0.17,40.391,120.03,-60.303,140.268,360.0,334.54,18.6,-25.46,1340.09,99241.76,1,0
17.6,CRUISE,56.0106036,95.0029423,448.07,324.0,124.07,56.0106065,95.0029331,447.9,0.66,-0.17,41.233,119.954,-61.047,140.769,0.0,334.3,18.97,-25.7,1354.14,99229.79,1,0
17.7,CRUISE,56.0107113,95.0030091,441.93,323.0,118.93,56.0107137,95.0030009,441.91,0.58,-0.01,42.077,119.877,-61.761,141.263,360.0,334.07,19.34,-25.93,1368.24,99217.88,1,0
17.8,CRUISE,56.010819,95.0030772,435.72,323.0,112.72,56.0108214,95.0030691,435.7,0.58,-0.01,42.914,119.824,-62.443,141.769,0.0,333.87,19.7,-26.13,1382.39,99205.92,1,0
17.9,CRUISE,56.0109266,95.0031467,429.44,323.0,106.44,56.0109293,95.0031346,429.54,0.81,0.1,43.729,119.78,-63.099,142.27,360.0,333.67,20.06,-26.33,1396.6,99193.92,1,0
18.0,CRUISE,56.0110341,95.0032174,423.1,325.0,98.1,56.0110369,95.0032054,423.2,0.81,0.1,44.561,119.749,-63.723,142.78,0.0,333.49,20.41,-26.51,1410.85,99181.97,1,0
18.1,CRUISE,56.0111417,95.0032896,416.7,325.0,91.7,56.0111451,95.0032794,416.93,0.74,0.23,45.398,119.728,-64.321,143.293,0.0,333.33,20.77,-26.67,1425.15,99169.95,1,0
18.2,CRUISE,56.0112492,95.003363,410.23,325.0,85.23,56.0112526,95.0033529,410.47,0.74,0.23,46.221,119.718,-64.89,143.804,360.0,333.18,21.11,-26.82,1439.51,99158.0,1,0
18.3,CRUISE,56.0113567,95.0034378,403.72,325.0,78.72,56.0113588,95.0034277,403.87,0.67,0.15,47.036,119.71,-65.437,144.308,0.0,333.04,21.45,-26.97,1453.91,99146.21,1,0
18.4,CRUISE,56.0114642,95.0035138,397.15,325.0,72.15,56.0114663,95.0035038,397.3,0.67,0.15,47.848,119.724,-65.956,144.822,360.0,332.91,21.78,-27.09,1468.37,99134.26,1,0
18.5,CRUISE,56.0115718,95.0035912,390.53,326.0,64.53,56.0115737,95.0035798,390.57,0.74,0.04,48.643,119.75,-66.455,145.336,360.0,332.79,22.11,-27.21,1482.88,99122.33,1,0
18.6,CRUISE,56.0116793,95.0036698,383.86,326.0,57.86,56.0116812,95.0036584,383.9,0.74,0.04,49.442,119.786,-66.927,145.851,0.0,332.69,22.43,-27.31,1497.44,99110.38,1,0
18.7,CRUISE,56.0117869,95.0037497,377.14,326.0,51.14,56.0117881,95.0037384,377.16,0.71,0.02,50.236,119.825,-67.38,146.362,0.0,332.59,22.75,-27.41,1512.05,99098.51,1,0
18.8,CRUISE,56.0118946,95.0038309,370.38,326.0,44.38,56.0118957,95.0038196,370.4,0.71,0.02,51.025,119.88,-67.812,146.878,0.0,332.5,23.06,-27.5,1526.71,99086.56,1,0
18.9,CRUISE,56.0120023,95.0039133,363.58,326.0,37.58,56.0120028,95.0039022,363.55,0.7,-0.03,51.805,119.941,-68.225,147.391,0.0,332.43,23.36,-27.57,1541.43,99074.66,1,0
19.0,CRUISE,56.01211,95.003997,356.74,325.0,31.74,56.0121106,95.0039858,356.71,0.7,-0.03,52.581,120.013,-68.619,147.906,360.0,332.36,23.66,-27.64,1556.19,99062.69,1,0
19.1,CRUISE,56.0122178,95.0040819,349.86,324.0,25.86,56.0122182,95.004071,350.02,0.68,0.17,53.356,120.082,-68.995,148.415,360.0,332.3,23.96,-27.7,1571.01,99050.73,1,0
19.2,CRUISE,56.0123257,95.0041681,342.94,324.0,18.94,56.0123261,95.0041572,343.11,0.68,0.17,54.122,120.173,-69.351,148.93,360.0,332.25,24.24,-27.75,1585.88,99038.75,1,0
19.3,CRUISE,56.0124337,95.0042555,335.99,323.0,12.99,56.0124335,95.0042453,336.16,0.63,0.17,54.883,120.266,-69.689,149.441,360.0,332.2,24.53,-27.8,1600.8,99026.82,1,0
19.4,CRUISE,56.0125418,95.004344,329.0,321.0,8.0,56.0125416,95.0043339,329.17,0.63,0.17,55.636,120.372,-70.011,149.954,360.0,332.17,24.81,-27.83,1615.77,99014.82,1,0
19.5,CRUISE,56.0126499,95.0044339,321.99,320.0,1.99,56.012648,95.0044239,322.08,0.65,0.09,56.386,120.469,-70.324,150.459,360.0,332.13,25.08,-27.87,1630.79,99003.0,1,0
19.53,IMPACT,56.0126824,95.004461,319.87,320.0,-0.13,56.0126805,95.0044511,319.96,0.65,0.09,56.613,120.503,-70.415,150.613,360.0,332.13,25.16,-27.87,1635.3,98999.39,1,0
