time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
1.0,BOOST,55.9999832,95.0000228,321.31,317.0,4.31,55.9999915,95.0000333,322.96,1.13,1.65,6.043,1.291,9.731,11.527,0.0,86.35,0.0,57.58,5.76,100409.97,1,0
1.1,BOOST,55.9999823,95.0000364,322.06,317.0,5.06,55.9999771,95.0000721,321.65,2.3,-0.41,8.567,-1.023,7.783,11.62,0.0,86.02,360.0,42.05,6.9,100411.57,1,1
1.2,BOOST,55.9999814,95.0000502,322.87,317.0,5.87,55.9999762,95.0000858,322.46,2.3,-0.41,8.562,-0.907,8.471,12.079,0.0,85.66,0.0,44.53,8.08,100411.67,1,1
1.3,BOOST,55.9999827,95.0000654,323.64,317.0,6.64,55.9999932,95.0001124,322.56,3.16,-1.09,9.509,1.568,8.041,12.552,0.0,85.26,0.0,39.84,9.31,100409.77,1,1
1.4,BOOST,55.9999842,95.0000806,324.48,317.0,7.48,55.9999947,95.0001276,323.39,3.16,-1.09,9.504,1.706,8.729,13.016,0.0,84.85,360.0,42.11,10.59,100409.61,1,1
1.5,BOOST,55.9999842,95.0000916,325.44,317.0,8.44,55.9999805,95.0001007,324.74,0.7,-0.7,6.799,0.054,9.972,12.069,0.0,84.4,0.0,55.71,11.78,100411.18,1,1
1.6,BOOST,55.9999843,95.0001025,326.47,317.0,9.47,55.9999807,95.0001116,325.77,0.7,-0.7,6.793,0.22,10.66,12.642,0.0,83.93,360.0,57.48,13.01,100411.17,1,1
1.7,BOOST,55.9999842,95.0001135,327.65,317.0,10.65,55.999976,95.0001242,327.61,1.13,-0.04,6.885,-0.1,12.128,13.947,360.0,83.43,360.0,60.41,14.38,100411.69,1,1
1.8,BOOST,55.9999842,95.0001246,328.9,317.0,11.9,55.999976,95.0001352,328.85,1.13,-0.04,6.879,0.094,12.815,14.545,360.0,82.91,0.0,61.77,15.8,100411.69,1,1
1.9,BOOST,55.9999853,95.0001348,330.02,317.0,13.02,55.9999885,95.0001359,328.05,0.36,-1.97,6.35,1.413,11.555,13.261,0.0,82.36,360.0,60.62,17.1,100410.3,1,1
2.0,BOOST,55.9999867,95.0001449,331.21,317.0,14.21,55.9999898,95.000146,329.24,0.36,-1.97,6.347,1.64,12.241,13.886,0.0,81.79,360.0,61.83,18.46,100410.15,1,1
2.1,BOOST,55.9999881,95.0001556,332.61,317.0,15.61,55.9999894,95.0001628,332.23,0.47,-0.37,6.643,1.724,14.31,15.87,0.0,81.2,0.0,64.38,20.01,100410.2,1,1
2.2,BOOST,55.9999898,95.0001662,334.07,317.0,17.07,55.9999911,95.0001734,333.7,0.47,-0.37,6.638,1.984,14.991,16.515,360.0,80.58,0.0,65.2,21.63,100410.01,1,1
2.3,BOOST,55.9999919,95.0001753,335.62,317.0,18.62,55.9999967,95.000159,335.39,1.15,-0.23,5.59,2.537,15.788,16.939,360.0,79.94,360.0,68.75,23.29,100409.39,1,1
2.4,BOOST,55.9999943,95.0001842,337.23,317.0,20.23,55.9999991,95.0001679,337.0,1.15,-0.23,5.586,2.836,16.466,17.618,0.0,79.28,0.0,69.17,25.02,100409.12,1,1
2.5,BOOST,55.9999976,95.000193,338.9,317.0,21.9,56.0000121,95.0001748,338.49,1.98,-0.4,5.5,3.86,17.011,18.29,360.0,78.6,360.0,68.45,26.82,100407.67,1,1
2.6,BOOST,56.0000013,95.0002019,340.63,317.0,23.63,56.0000158,95.0001836,340.23,1.98,-0.4,5.494,4.199,17.683,18.987,0.0,77.89,360.0,68.64,28.68,100407.27,1,1
2.7,BOOST,56.0000044,95.0002104,342.41,317.0,25.41,56.0000056,95.0001884,341.7,1.38,-0.71,5.349,3.673,18.144,19.269,360.0,77.17,360.0,70.32,30.58,100408.39,1,1
2.8,BOOST,56.0000079,95.000219,344.26,317.0,27.26,56.0000091,95.000197,343.55,1.38,-0.71,5.344,4.055,18.808,19.969,360.0,76.43,360.0,70.37,32.54,100408.01,1,1
2.9,BOOST,56.0000122,95.0002276,346.17,317.0,29.17,56.0000217,95.0002066,345.31,1.69,-0.86,5.375,4.971,19.379,20.715,360.0,75.67,360.0,69.3,34.58,100406.61,1,1
3.0,BOOST,56.0000168,95.0002362,348.14,317.0,31.14,56.0000263,95.0002152,347.28,1.69,-0.86,5.37,5.395,20.034,21.431,360.0,74.89,0.0,69.19,36.68,100406.09,1,1
3.1,BOOST,56.0000218,95.0002448,350.19,317.0,33.19,56.0000311,95.0002228,349.6,1.72,-0.58,5.332,5.826,20.838,22.284,360.0,74.09,360.0,69.24,38.88,100405.56,1,1
3.2,BOOST,56.0000273,95.0002533,352.3,317.0,35.3,56.0000365,95.0002313,351.72,1.72,-0.58,5.326,6.297,21.482,23.011,0.0,73.28,0.0,69.0,41.14,100404.96,1,1
3.3,BOOST,56.000033,95.0002622,354.49,317.0,37.49,56.0000386,95.0002474,353.98,1.12,-0.51,5.539,6.597,22.159,23.774,360.0,72.45,0.0,68.76,43.48,100404.73,1,1
3.4,BOOST,56.0000391,95.0002711,356.74,317.0,39.74,56.0000448,95.0002562,356.23,1.12,-0.51,5.534,7.116,22.79,24.508,0.0,71.61,360.0,68.42,45.9,100404.04,1,1
3.5,BOOST,56.0000456,95.0002806,359.02,317.0,42.02,56.0000462,95.0002807,357.96,0.07,-1.06,5.952,7.407,23.144,25.018,360.0,70.75,0.0,67.68,48.36,100403.88,1,1
3.6,BOOST,56.0000525,95.0002901,361.36,317.0,44.36,56.0000531,95.0002903,360.3,0.07,-1.06,5.947,7.974,23.761,25.759,0.0,69.87,0.0,67.28,50.9,100403.12,1,1
3.7,BOOST,56.00006,95.0002991,363.77,317.0,46.77,56.0000624,95.0002869,362.58,0.81,-1.19,5.613,8.652,24.312,26.409,0.0,68.99,360.0,67.01,53.51,100402.08,1,1
3.8,BOOST,56.000068,95.0003081,366.23,317.0,49.23,56.0000704,95.0002959,365.04,0.81,-1.19,5.608,9.269,24.913,27.167,0.0,68.08,0.0,66.5,56.19,100401.19,1,1
3.9,BOOST,56.0000769,95.0003169,368.75,317.0,51.75,56.0000861,95.0002981,367.52,1.56,-1.23,5.436,10.218,25.486,27.991,0.0,67.17,360.0,65.58,58.95,100399.45,1,1
4.0,BOOST,56.0000864,95.0003256,371.32,317.0,54.32,56.0000955,95.0003068,370.09,1.56,-1.23,5.431,10.886,26.067,28.766,360.0,66.24,360.0,64.98,61.79,100398.4,1,1
4.1,BOOST,56.0000964,95.0003342,373.99,317.0,56.99,56.0001048,95.0003147,373.59,1.53,-0.4,5.408,11.545,26.977,29.838,0.0,65.3,0.0,64.71,64.73,100397.37,1,1
4.2,BOOST,56.0001071,95.0003429,376.72,317.0,59.72,56.0001155,95.0003234,376.31,1.53,-0.4,5.401,12.265,27.538,30.626,0.0,64.35,0.0,64.05,67.76,100396.18,1,1
4.3,BOOST,56.0001184,95.0003516,379.5,317.0,62.5,56.0001239,95.0003338,379.23,1.27,-0.27,5.435,12.892,28.139,31.425,0.0,63.39,360.0,63.56,70.86,100395.25,1,1
4.4,BOOST,56.0001303,95.0003603,382.34,317.0,65.34,56.0001358,95.0003425,382.08,1.27,-0.27,5.43,13.663,28.676,32.225,0.0,62.42,0.0,62.85,74.04,100393.92,1,1
4.5,BOOST,56.0001428,95.0003688,385.25,318.0,67.25,56.0001448,95.0003445,385.25,1.53,0.0,5.284,14.325,29.301,33.04,360.0,61.44,360.0,62.48,77.31,100392.92,1,1
4.6,BOOST,56.000156,95.0003773,388.2,318.0,70.2,56.000158,95.000353,388.21,1.53,0.0,5.28,15.15,29.811,33.853,0.0,60.45,360.0,61.71,80.65,100391.45,1,1
4.7,BOOST,56.00017,95.0003858,391.2,318.0,73.2,56.0001729,95.0003648,390.94,1.35,-0.26,5.342,16.034,30.215,34.621,360.0,59.46,0.0,60.78,84.07,100389.79,1,1
4.8,BOOST,56.0001848,95.0003944,394.25,318.0,76.25,56.0001877,95.0003734,393.99,1.35,-0.26,5.336,16.91,30.7,35.453,360.0,58.45,360.0,59.99,87.58,100388.15,1,1
4.9,BOOST,56.0002004,95.0004033,397.34,318.0,79.34,56.0002017,95.0003938,397.04,0.61,-0.3,5.56,17.757,31.156,36.289,0.0,57.44,360.0,59.15,91.17,100386.59,1,1
5.0,BOOST,56.0002167,95.0004122,400.48,318.0,82.48,56.0002181,95.0004027,400.18,0.61,-0.3,5.554,18.685,31.609,37.136,0.0,56.42,0.0,58.34,94.84,100384.77,1,1
5.1,BOOST,56.000234,95.0004211,403.66,319.0,84.66,56.0002373,95.0004127,403.3,0.64,-0.36,5.569,19.706,32.024,38.011,0.0,55.4,360.0,57.4,98.6,100382.64,1,1
5.2,BOOST,56.0002521,95.0004301,406.88,319.0,87.88,56.0002554,95.0004216,406.52,0.64,-0.36,5.564,20.685,32.442,38.876,0.0,54.37,360.0,56.56,102.44,100380.62,1,1
5.3,BOOST,56.000271,95.000439,410.15,319.0,91.15,56.0002695,95.0004316,409.84,0.49,-0.31,5.579,21.534,32.858,39.68,360.0,53.34,360.0,55.9,106.37,100379.06,1,1
5.4,BOOST,56.0002908,95.0004479,413.45,319.0,94.45,56.0002893,95.0004406,413.14,0.49,-0.31,5.574,22.564,33.242,40.562,0.0,52.3,0.0,55.04,110.38,100376.86,1,1
5.5,BOOST,56.0003115,95.000457,416.8,319.0,97.8,56.000309,95.0004539,416.57,0.34,-0.23,5.644,23.591,33.631,41.466,360.0,51.26,0.0,54.2,114.48,100374.66,1,1
5.6,BOOST,56.0003332,95.000466,420.18,319.0,101.18,56.0003307,95.000463,419.95,0.34,-0.23,5.638,24.672,33.976,42.365,0.0,50.21,360.0,53.32,118.68,100372.25,1,1
5.7,BOOST,56.0003559,95.0004751,423.59,319.0,104.59,56.0003538,95.0004724,423.42,0.29,-0.18,5.64,25.788,34.318,43.296,0.0,49.17,360.0,52.43,122.96,100369.69,1,1
5.8,BOOST,56.0003795,95.0004841,427.04,319.0,108.04,56.0003774,95.0004815,426.86,0.29,-0.18,5.635,26.917,34.624,44.217,0.0,48.12,360.0,51.54,127.34,100367.06,1,1
5.9,BOOST,56.0004043,95.000493,430.52,319.0,111.52,56.0004066,95.0004835,430.57,0.64,0.05,5.517,28.197,34.972,45.261,360.0,47.07,0.0,50.59,131.82,100363.81,1,1
6.0,BOOST,56.0004302,95.0005018,434.03,319.0,115.03,56.0004324,95.0004923,434.08,0.64,0.05,5.512,29.373,35.237,46.204,360.0,46.02,360.0,49.7,136.39,100360.94,1,1
6.1,BOOST,56.0004571,95.0005107,437.57,319.0,118.57,56.0004582,95.0005029,437.73,0.5,0.16,5.532,30.541,35.51,47.163,360.0,44.97,0.0,48.84,141.06,100358.07,1,1
6.2,BOOST,56.0004851,95.0005195,441.14,319.0,122.14,56.0004862,95.0005117,441.29,0.5,0.16,5.526,31.761,35.73,48.124,0.0,43.92,360.0,47.94,145.83,100354.96,1,1
6.3,BOOST,56.0005142,95.0005284,444.72,319.0,125.72,56.0005162,95.0005222,444.86,0.45,0.14,5.545,33.031,35.924,49.115,360.0,42.87,0.0,47.01,150.69,100351.62,1,1
6.4,BOOST,56.0005444,95.0005373,448.32,319.0,129.32,56.0005465,95.0005311,448.46,0.45,0.14,5.538,34.296,36.099,50.1,360.0,41.83,360.0,46.1,155.65,100348.26,1,1
6.5,BOOST,56.0005758,95.0005461,451.94,319.0,132.94,56.0005771,95.0005378,451.99,0.54,0.06,5.5,35.565,36.231,51.067,0.0,40.78,360.0,45.19,160.71,100344.85,1,1
6.6,BOOST,56.0006083,95.0005549,455.57,319.0,136.57,56.0006096,95.0005466,455.62,0.54,0.06,5.493,36.873,36.359,52.075,0.0,39.74,360.0,44.28,165.87,100341.24,1,1
6.7,BOOST,56.0006419,95.0005638,459.21,319.0,140.21,56.0006396,95.0005574,459.4,0.47,0.19,5.515,38.108,36.495,53.052,0.0,38.7,0.0,43.47,171.12,100337.9,1,1
6.8,BOOST,56.0006768,95.0005726,462.86,319.0,143.86,56.0006745,95.0005663,463.05,0.47,0.19,5.507,39.456,36.576,54.082,0.0,37.67,360.0,42.56,176.48,100334.03,1,1
6.9,BOOST,56.0007128,95.0005813,466.52,318.0,148.52,56.0007118,95.0005697,466.67,0.73,0.15,5.426,40.855,36.623,55.135,360.0,36.64,0.0,41.62,181.94,100329.88,1,1
7.0,BOOST,56.0007501,95.00059,470.19,318.0,152.19,56.0007491,95.0005784,470.33,0.73,0.15,5.42,42.242,36.654,56.19,0.0,35.62,360.0,40.72,187.51,100325.73,1,1
7.1,BOOST,56.0007888,95.0005986,473.86,318.0,155.86,56.0007919,95.0005849,474.17,0.92,0.31,5.384,43.746,36.7,57.355,0.0,34.6,360.0,39.78,193.19,100320.97,1,1
7.2,BOOST,56.0008287,95.0006073,477.53,318.0,159.53,56.0008318,95.0005936,477.84,0.92,0.31,5.378,45.168,36.682,58.435,0.0,33.59,0.0,38.88,198.98,100316.53,1,1
7.3,BOOST,56.0008699,95.0006158,481.19,318.0,163.19,56.0008716,95.0005993,481.5,1.05,0.31,5.335,46.573,36.637,59.496,0.0,32.58,360.0,38.01,204.88,100312.1,1,1
7.4,BOOST,56.0009124,95.0006244,484.85,318.0,166.85,56.0009141,95.0006078,485.16,1.05,0.31,5.328,48.028,36.567,60.599,0.0,31.59,0.0,37.12,210.89,100307.38,1,1
7.5,BOOST,56.0009563,95.0006329,488.5,318.0,170.5,56.0009615,95.0006166,488.71,1.18,0.21,5.324,49.579,36.449,61.766,0.0,30.6,360.0,36.17,217.01,100302.11,1,1
7.6,BOOST,56.0010015,95.0006414,492.14,318.0,174.14,56.0010067,95.0006251,492.35,1.18,0.21,5.318,51.066,36.329,62.895,0.0,29.62,360.0,35.28,223.24,100297.08,1,1
7.7,BOOST,56.001048,95.0006501,495.76,318.0,177.76,56.0010537,95.0006386,495.82,0.96,0.05,5.372,52.576,36.151,64.031,360.0,28.65,0.0,34.37,229.59,100291.86,1,1
7.8,BOOST,56.0010959,95.0006587,499.37,318.0,181.37,56.0011016,95.0006472,499.42,0.96,0.05,5.366,54.091,35.979,65.186,360.0,27.69,0.0,33.5,236.05,100286.53,1,1
7.9,BOOST,56.0011451,95.0006673,502.96,318.0,184.96,56.0011489,95.0006591,503.04,0.66,0.08,5.399,55.576,35.787,66.321,360.0,26.74,0.0,32.66,242.62,100281.27,1,1
8.0,BOOST,56.0011957,95.000676,506.53,318.0,188.53,56.0011995,95.0006678,506.61,0.66,0.08,5.391,57.115,35.566,67.499,0.0,25.8,360.0,31.8,249.32,100275.65,1,1
8.1,BOOST,56.0012477,95.0006846,510.07,318.0,192.07,56.0012516,95.0006776,510.02,0.61,-0.05,5.398,58.668,35.293,68.678,360.0,24.87,0.0,30.92,256.13,100269.86,1,1
8.2,BOOST,56.0013011,95.0006933,513.59,319.0,194.59,56.001305,95.0006863,513.54,0.61,-0.05,5.391,60.231,35.019,69.879,360.0,23.95,360.0,30.07,263.06,100263.92,1,1
8.3,BOOST,56.001356,95.0007019,517.07,319.0,198.07,56.0013625,95.0006929,517.08,0.92,0.01,5.361,61.861,34.73,71.146,0.0,23.05,0.0,29.22,270.11,100257.52,1,1
8.4,BOOST,56.0014122,95.0007105,520.53,319.0,201.53,56.0014188,95.0007015,520.54,0.92,0.01,5.355,63.447,34.405,72.373,0.0,22.16,0.0,28.38,277.29,100251.27,1,1
8.5,BOOST,56.0014699,95.0007191,523.95,319.0,204.95,56.0014756,95.0007136,523.9,0.71,-0.05,5.387,65.022,34.045,73.593,0.0,21.29,0.0,27.56,284.59,100244.95,1,1
8.6,BOOST,56.001529,95.0007277,527.34,320.0,207.34,56.0015347,95.0007223,527.29,0.71,-0.05,5.381,66.626,33.672,74.845,360.0,20.43,360.0,26.74,292.01,100238.38,1,1
8.7,BOOST,56.0015895,95.0007363,530.68,320.0,210.68,56.0015917,95.0007266,530.49,0.65,-0.2,5.326,68.169,33.247,76.031,0.0,19.58,360.0,25.93,299.55,100232.04,1,1
8.8,BOOST,56.0016515,95.0007448,533.99,320.0,213.99,56.0016537,95.0007352,533.79,0.65,-0.2,5.318,69.789,32.824,77.305,0.0,18.75,360.0,25.13,307.22,100225.15,1,1
8.9,BOOST,56.0017149,95.0007534,537.25,320.0,217.25,56.0017155,95.0007476,536.97,0.36,-0.28,5.352,71.386,32.363,78.562,0.0,17.94,360.0,24.33,315.01,100218.28,1,1
9.0,BOOST,56.0017797,95.0007619,540.46,320.0,220.46,56.0017803,95.0007562,540.18,0.36,-0.28,5.344,73.02,31.894,79.861,360.0,17.14,360.0,23.54,322.93,100211.07,1,1
9.1,BOOST,56.001846,95.0007706,543.62,321.0,222.62,56.0018459,95.0007677,543.26,0.18,-0.37,5.367,74.648,31.386,81.155,0.0,16.36,0.0,22.75,330.98,100203.78,1,1
9.2,BOOST,56.0019138,95.0007791,546.74,321.0,225.74,56.0019137,95.0007762,546.37,0.18,-0.37,5.359,76.297,30.872,82.48,0.0,15.6,360.0,21.98,339.17,100196.24,1,1
9.3,BOOST,56.0019831,95.0007878,549.8,321.0,228.8,56.0019823,95.000786,549.35,0.14,-0.45,5.364,77.936,30.321,83.799,360.0,14.86,360.0,21.21,347.48,100188.61,1,1
9.4,BOOST,56.0020538,95.0007963,552.8,321.0,231.8,56.002053,95.0007946,552.35,0.14,-0.45,5.356,79.594,29.763,85.145,0.0,14.14,0.0,20.46,355.93,100180.75,1,1
9.5,BOOST,56.0021261,95.0008049,555.75,323.0,232.75,56.0021291,95.0008011,555.45,0.41,-0.3,5.326,81.324,29.208,86.574,0.0,13.43,360.0,19.72,364.52,100172.29,1,1
9.6,BOOST,56.0021999,95.0008134,558.64,323.0,235.64,56.0022029,95.0008096,558.34,0.41,-0.3,5.318,82.989,28.608,87.943,360.0,12.75,0.0,18.98,373.25,100164.08,1,1
9.7,BOOST,56.0022752,95.0008219,561.47,323.0,238.47,56.002279,95.0008161,561.04,0.56,-0.43,5.291,84.674,27.968,89.33,0.0,12.09,0.0,18.25,382.11,100155.61,1,1
9.8,BOOST,56.002352,95.0008304,564.23,323.0,241.23,56.0023558,95.0008245,563.81,0.56,-0.43,5.281,86.346,27.329,90.721,0.0,11.45,360.0,17.53,391.12,100147.08,1,1
9.9,BOOST,56.0024303,95.0008388,566.93,326.0,240.93,56.0024315,95.0008288,566.57,0.64,-0.36,5.232,87.975,26.68,92.081,360.0,10.83,0.0,16.84,400.26,100138.66,1,1
10.0,BOOST,56.00251,95.0008472,569.57,326.0,243.57,56.0025113,95.0008372,569.21,0.64,-0.36,5.223,89.652,26.003,93.493,360.0,10.23,0.0,16.15,409.54,100129.79,1,1
10.1,BOOST,56.0025913,95.0008556,572.14,326.0,246.14,56.0025955,95.00085,571.96,0.58,-0.17,5.257,91.379,25.339,94.972,360.0,9.66,360.0,15.47,418.96,100120.43,1,1
10.2,BOOST,56.0026742,95.000864,574.64,328.0,246.64,56.0026783,95.0008584,574.46,0.58,-0.17,5.25,93.059,24.628,96.406,360.0,9.11,0.0,14.8,428.53,100111.22,1,1
10.3,BOOST,56.0027585,95.0008724,577.06,328.0,249.06,56.0027623,95.0008691,576.78,0.48,-0.28,5.261,94.735,23.885,97.841,0.0,8.59,0.0,14.13,438.25,100101.87,1,1
10.4,BOOST,56.0028443,95.0008809,579.41,328.0,251.41,56.0028482,95.0008775,579.13,0.48,-0.28,5.251,96.418,23.143,99.296,0.0,8.09,0.0,13.48,448.11,100092.33,1,1
10.5,BOOST,56.0029317,95.0008893,581.69,331.0,250.69,56.0029376,95.000885,581.17,0.7,-0.52,5.235,98.134,22.352,100.783,360.0,7.62,0.0,12.81,458.11,100082.39,1,1
10.6,BOOST,56.0030206,95.0008977,583.88,331.0,252.88,56.0030265,95.0008934,583.37,0.7,-0.52,5.226,99.818,21.581,102.258,0.0,7.17,360.0,12.18,468.27,100072.51,1,1
10.7,BOOST,56.003111,95.000906,586.0,331.0,255.0,56.0031183,95.0009014,585.54,0.86,-0.47,5.215,101.522,20.805,103.763,0.0,6.75,0.0,11.57,478.57,100062.3,1,1
10.8,BOOST,56.003203,95.0009144,588.04,333.0,255.04,56.0032102,95.0009098,587.58,0.86,-0.47,5.206,103.205,20.01,105.255,0.0,6.36,360.0,10.96,489.02,100052.08,1,1
10.9,BOOST,56.0032964,95.0009227,590.0,333.0,257.0,56.0033051,95.0009168,589.43,1.03,-0.58,5.186,104.91,19.187,106.776,0.0,6.0,360.0,10.35,499.63,100041.52,1,1
11.0,BOOST,56.0033914,95.000931,591.88,333.0,258.88,56.0034001,95.0009251,591.3,1.03,-0.58,5.176,106.59,18.372,108.286,0.0,5.66,360.0,9.77,510.38,100030.96,1,1
11.1,BOOST,56.0034879,95.0009393,593.68,333.0,260.68,56.0034946,95.0009352,593.08,0.79,-0.6,5.18,108.24,17.543,109.775,0.0,5.35,360.0,9.2,521.28,100020.45,1,0
11.2,BOOST,56.0035858,95.0009476,595.39,333.0,262.39,56.0035926,95.0009435,594.79,0.79,-0.6,5.171,109.918,16.708,111.301,0.0,5.08,360.0,8.63,532.34,100009.56,1,0
11.3,BOOST,56.0036853,95.0009559,597.02,333.0,264.02,56.0036929,95.0009534,596.5,0.86,-0.51,5.174,111.609,15.879,112.851,360.0,4.83,0.0,8.09,543.55,99998.41,1,0
11.4,BOOST,56.0037863,95.0009642,598.56,333.0,265.56,56.0037939,95.0009617,598.05,0.86,-0.51,5.164,113.284,15.03,114.393,0.0,4.61,0.0,7.55,554.91,99987.18,1,0
11.5,BOOST,56.0038888,95.0009724,600.02,333.0,267.02,56.0038963,95.0009681,599.42,0.87,-0.6,5.139,114.956,14.164,115.94,0.0,4.43,0.0,7.02,566.43,99975.79,1,0
11.6,BOOST,56.0039928,95.0009807,601.4,333.0,268.4,56.0040002,95.0009763,600.79,0.87,-0.6,5.13,116.629,13.307,117.498,360.0,4.28,360.0,6.5,578.1,99964.23,1,0
11.7,BOOST,56.0040983,95.0009889,602.68,332.0,270.68,56.0041049,95.0009829,602.12,0.83,-0.56,5.107,118.288,12.451,119.051,360.0,4.16,0.0,6.0,589.93,99952.59,1,0
11.8,BOOST,56.0042053,95.000997,603.89,332.0,271.89,56.0042119,95.0009911,603.33,0.83,-0.56,5.098,119.956,11.587,120.622,0.0,4.07,0.0,5.51,601.92,99940.69,1,0
11.9,BOOST,56.0043138,95.0010052,605.0,329.0,276.0,56.00432,95.0010012,604.42,0.73,-0.58,5.104,121.614,10.72,122.192,0.0,4.02,0.0,5.03,614.06,99928.68,1,0
12.0,CRUISE,56.0044237,95.0010134,606.03,329.0,277.03,56.0044299,95.0010093,605.45,0.73,-0.58,5.095,123.277,9.855,123.776,0.0,4.0,360.0,4.57,626.36,99916.45,1,0
12.1,CRUISE,56.0045345,95.001022,606.95,329.0,277.95,56.0045402,95.0010152,606.43,0.77,-0.51,5.61,123.387,8.491,123.806,0.0,3.93,2.6,3.93,638.74,99904.19,1,0
12.2,CRUISE,56.0046454,95.0010314,607.73,325.0,282.73,56.0046511,95.0010246,607.21,0.77,-0.51,6.149,123.495,7.116,123.853,0.0,3.29,2.85,3.29,651.12,99891.86,1,0
12.3,CRUISE,56.0047563,95.0010417,608.37,325.0,283.37,56.0047617,95.0010359,607.89,0.7,-0.48,6.698,123.592,5.744,123.907,360.0,2.66,3.1,2.66,663.51,99879.56,1,0
12.4,CRUISE,56.0048674,95.0010529,608.88,324.0,284.88,56.0048728,95.0010471,608.4,0.7,-0.48,7.239,123.687,4.366,123.975,0.0,2.02,3.35,2.02,675.9,99867.21,1,0
12.5,CRUISE,56.0049785,95.0010649,609.25,324.0,285.25,56.0049838,95.0010563,608.86,0.79,-0.39,7.759,123.773,2.998,124.052,0.0,1.38,3.59,1.38,688.3,99854.87,1,0
12.6,CRUISE,56.0050897,95.0010777,609.48,324.0,285.48,56.005095,95.0010692,609.09,0.79,-0.39,8.302,123.853,1.615,124.142,0.0,0.75,3.83,0.75,700.71,99842.5,1,0
12.7,CRUISE,56.005201,95.0010915,609.57,326.0,283.57,56.0052064,95.0010848,609.44,0.73,-0.13,8.859,123.928,0.262,124.245,0.0,0.12,4.09,0.12,713.13,99830.12,1,0
12.8,CRUISE,56.0053123,95.0011061,609.53,326.0,283.53,56.0053177,95.0010995,609.4,0.73,-0.13,9.402,123.996,-1.126,124.357,360.0,359.48,4.34,-0.52,725.56,99817.74,1,0
12.9,CRUISE,56.0054237,95.0011217,609.35,330.0,279.35,56.0054291,95.0011183,609.1,0.64,-0.25,9.973,124.055,-2.525,124.481,0.0,358.84,4.6,-1.16,738.0,99805.35,1,0
13.0,CRUISE,56.0055351,95.0011381,609.02,330.0,279.02,56.0055405,95.0011347,608.78,0.64,-0.25,10.519,124.108,-3.916,124.614,360.0,358.2,4.85,-1.8,750.46,99792.96,1,0
13.1,CRUISE,56.0056466,95.0011555,608.56,330.0,278.56,56.00565,95.0011563,608.06,0.38,-0.51,11.098,124.126,-5.323,124.735,0.0,357.55,5.11,-2.45,762.93,99780.79,1,0
13.2,CRUISE,56.0057581,95.0011737,607.96,332.0,275.96,56.0057615,95.0011745,607.45,0.38,-0.51,11.645,124.164,-6.717,124.89,0.0,356.92,5.36,-3.08,775.41,99768.39,1,0
