time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
2.1,BOOST,55.9998662,95.0001745,338.78,317.0,21.78,55.9998447,95.0001784,340.19,2.41,1.41,4.456,-9.256,20.038,22.517,360.0,81.19,360.0,62.86,29.74,100426.29,1,1
2.2,BOOST,55.999858,95.0001817,340.82,315.0,25.82,55.9998365,95.0001856,342.23,2.41,1.41,4.455,-8.986,20.717,23.017,0.0,80.58,360.0,64.17,32.02,100427.2,1,1
2.3,BOOST,55.9998505,95.0001873,342.93,315.0,27.93,55.9998356,95.0001688,344.37,2.03,1.44,3.462,-8.183,21.423,23.192,360.0,79.94,360.0,67.47,34.32,100427.3,1,1
2.4,BOOST,55.9998433,95.0001928,345.11,315.0,30.11,55.9998283,95.0001743,346.55,2.03,1.44,3.462,-7.879,22.098,23.715,0.0,79.28,0.0,68.72,36.66,100428.11,1,1
2.5,BOOST,55.9998364,95.0001991,347.31,315.0,32.31,55.999822,95.000192,348.15,1.66,0.84,3.928,-7.513,22.329,23.885,360.0,78.6,0.0,69.21,39.03,100428.81,1,1
2.6,BOOST,55.9998298,95.0002054,349.57,315.0,34.57,55.9998154,95.0001983,350.42,1.66,0.84,3.928,-7.168,22.999,24.408,0.0,77.89,360.0,70.44,41.44,100429.54,1,1
2.7,BOOST,55.9998242,95.0002111,351.9,315.0,36.9,55.9998207,95.0001944,352.61,1.11,0.71,3.569,-6.076,23.577,24.607,0.0,77.17,360.0,73.36,43.88,100428.96,1,1
2.8,BOOST,55.9998189,95.0002168,354.29,315.0,39.29,55.9998154,95.0002002,355.0,1.11,0.71,3.571,-5.689,24.24,25.154,0.0,76.43,360.0,74.51,46.37,100429.55,1,1
2.9,BOOST,55.9998137,95.0002232,356.75,315.0,41.75,55.9998046,95.0002185,357.53,1.05,0.78,3.988,-5.624,24.94,25.876,360.0,75.67,0.0,74.55,48.93,100430.74,1,1
3.0,BOOST,55.9998088,95.0002296,359.28,315.0,44.28,55.9997998,95.0002249,360.06,1.05,0.78,3.988,-5.193,25.593,26.418,360.0,74.89,360.0,75.65,51.54,100431.29,1,1
3.1,BOOST,55.9998042,95.000236,361.84,315.0,46.84,55.9997916,95.0002311,362.13,1.43,0.29,3.984,-4.941,25.97,26.734,0.0,74.1,0.0,76.27,54.19,100432.19,1,1
3.2,BOOST,55.9998,95.0002424,364.47,315.0,49.47,55.9997874,95.0002375,364.76,1.43,0.29,3.985,-4.463,26.612,27.277,0.0,73.28,0.0,77.33,56.89,100432.66,1,1
3.3,BOOST,55.9997962,95.0002498,367.17,315.0,52.17,55.9997842,95.0002675,367.56,1.73,0.39,4.666,-3.934,27.302,27.975,360.0,72.45,0.0,77.4,59.66,100433.02,1,1
3.4,BOOST,55.9997929,95.0002573,369.93,315.0,54.93,55.9997809,95.0002749,370.32,1.73,0.39,4.668,-3.411,27.932,28.524,360.0,71.61,360.0,78.31,62.49,100433.39,1,1
3.5,BOOST,55.99979,95.0002647,372.75,315.0,57.75,55.9997769,95.0002814,372.91,1.8,0.16,4.642,-2.918,28.443,28.967,360.0,70.75,0.0,79.09,65.36,100433.83,1,1
3.6,BOOST,55.9997877,95.0002722,375.62,315.0,60.62,55.9997745,95.0002888,375.78,1.8,0.16,4.643,-2.344,29.06,29.522,360.0,69.87,360.0,79.85,68.28,100434.09,1,1
3.7,BOOST,55.9997859,95.0002792,378.56,315.0,63.56,55.9997748,95.0002858,378.67,1.3,0.11,4.377,-1.647,29.645,30.011,360.0,68.98,360.0,81.04,71.25,100434.06,1,1
3.8,BOOST,55.9997847,95.0002862,381.55,315.0,66.55,55.9997736,95.0002928,381.66,1.3,0.11,4.378,-1.023,30.245,30.577,0.0,68.08,360.0,81.55,74.28,100434.19,1,1
3.9,BOOST,55.9997841,95.0002928,384.61,315.0,69.61,55.9997729,95.0002894,384.8,1.27,0.19,4.125,-0.38,30.867,31.144,0.0,67.17,360.0,82.36,77.37,100434.28,1,1
4.0,BOOST,55.999784,95.0002994,387.72,315.0,72.72,55.9997728,95.0002961,387.91,1.27,0.19,4.127,0.295,31.447,31.718,0.0,66.24,0.0,82.5,80.51,100434.28,1,1
4.1,BOOST,55.9997849,95.0003062,390.86,315.0,75.86,55.99978,95.0003055,390.24,0.54,-0.62,4.193,1.266,31.686,31.987,0.0,65.3,360.0,82.13,83.69,100433.49,1,1
4.2,BOOST,55.9997863,95.0003129,394.06,315.0,79.06,55.9997814,95.0003122,393.44,0.54,-0.62,4.192,1.993,32.246,32.578,360.0,64.35,360.0,81.81,86.91,100433.32,1,1
4.3,BOOST,55.9997886,95.0003199,397.32,315.0,82.32,55.9997878,95.000328,396.77,0.51,-0.54,4.392,2.914,32.825,33.246,0.0,63.39,0.0,80.88,90.21,100432.61,1,1
4.4,BOOST,55.9997915,95.0003269,400.63,315.0,85.63,55.9997908,95.000335,400.08,0.51,-0.54,4.392,3.691,33.361,33.851,360.0,62.42,0.0,80.24,93.56,100432.28,1,1
4.5,BOOST,55.9997951,95.0003342,404.0,315.0,89.0,55.9997896,95.0003489,403.67,1.1,-0.32,4.538,4.311,33.966,34.538,0.0,61.44,360.0,79.56,96.99,100432.42,1,1
4.6,BOOST,55.9997993,95.0003415,407.42,315.0,92.42,55.9997938,95.0003562,407.09,1.1,-0.32,4.539,5.141,34.477,35.153,0.0,60.45,0.0,78.75,100.47,100431.95,1,1
4.7,BOOST,55.9998045,95.0003484,410.9,315.0,95.9,55.9998054,95.0003535,410.76,0.33,-0.13,4.339,6.234,35.039,35.852,360.0,59.46,360.0,77.77,104.03,100430.66,1,1
4.8,BOOST,55.9998105,95.0003554,414.43,315.0,99.43,55.9998114,95.0003604,414.29,0.33,-0.13,4.338,7.117,35.52,36.484,0.0,58.45,0.0,76.79,107.65,100429.99,1,1
4.9,BOOST,55.9998173,95.0003626,417.98,315.0,102.98,55.9998171,95.0003765,417.36,0.87,-0.62,4.516,7.988,35.821,36.978,360.0,57.44,0.0,75.63,111.31,100429.36,1,1
5.0,BOOST,55.9998249,95.0003699,421.59,315.0,106.59,55.9998247,95.0003838,420.97,0.87,-0.62,4.517,8.923,36.273,37.626,360.0,56.42,360.0,74.59,115.04,100428.51,1,1
5.1,BOOST,55.9998335,95.0003772,425.25,315.0,110.25,55.9998388,95.0003942,425.1,1.22,-0.15,4.576,10.072,36.858,38.482,0.0,55.4,360.0,73.29,118.86,100426.94,1,1
5.2,BOOST,55.999843,95.0003845,428.96,315.0,113.96,55.9998483,95.0004015,428.81,1.22,-0.15,4.577,11.058,37.275,39.149,360.0,54.37,0.0,72.2,122.74,100425.89,1,1
5.3,BOOST,55.9998533,95.0003917,432.71,315.0,117.71,55.9998577,95.0004029,432.63,0.85,-0.08,4.471,12.038,37.698,39.825,360.0,53.34,360.0,71.19,126.69,100424.84,1,1
5.4,BOOST,55.9998646,95.0003989,436.5,317.0,119.5,55.999869,95.0004101,436.42,0.85,-0.08,4.472,13.076,38.081,40.511,0.0,52.3,0.0,70.05,130.71,100423.59,1,1
5.5,BOOST,55.9998769,95.0004057,440.33,317.0,123.33,55.9998843,95.0004059,440.27,0.82,-0.06,4.278,14.234,38.451,41.223,0.0,51.26,360.0,68.87,134.8,100421.89,1,1
5.6,BOOST,55.9998902,95.0004126,444.19,317.0,127.19,55.9998975,95.0004128,444.13,0.82,-0.06,4.279,15.322,38.795,41.93,0.0,50.21,360.0,67.7,138.95,100420.42,1,1
5.7,BOOST,55.9999043,95.0004196,448.09,318.0,130.09,55.9999083,95.0004249,448.16,0.55,0.07,4.367,16.331,39.158,42.651,360.0,49.17,360.0,66.65,143.18,100419.22,1,1
5.8,BOOST,55.9999195,95.0004266,452.02,318.0,134.02,55.9999235,95.0004319,452.09,0.55,0.07,4.367,17.468,39.462,43.376,0.0,48.12,0.0,65.47,147.49,100417.53,1,1
5.9,BOOST,55.9999358,95.0004336,455.98,318.0,137.98,55.9999413,95.0004411,456.14,0.77,0.15,4.401,18.674,39.767,44.154,360.0,47.07,360.0,64.24,151.86,100415.55,1,1
6.0,BOOST,55.9999531,95.0004407,459.97,318.0,141.97,55.9999586,95.0004482,460.13,0.77,0.15,4.402,19.859,40.031,44.903,0.0,46.02,0.0,63.06,156.32,100413.62,1,1
6.1,BOOST,55.9999714,95.0004476,463.99,318.0,145.99,55.9999749,95.0004493,464.21,0.4,0.22,4.311,21.008,40.292,45.644,360.0,44.97,0.0,61.98,160.85,100411.82,1,1
6.2,BOOST,55.9999908,95.0004545,468.03,318.0,150.03,55.9999943,95.0004562,468.25,0.4,0.22,4.312,22.238,40.511,46.413,360.0,43.92,0.0,60.79,165.45,100409.66,1,1
6.3,BOOST,56.0000115,95.0004614,472.09,318.0,154.09,56.0000223,95.000463,472.38,1.21,0.29,4.31,23.69,40.724,47.31,0.0,42.87,360.0,59.41,170.14,100406.54,1,1
6.4,BOOST,56.0000334,95.0004683,476.17,318.0,158.17,56.0000442,95.0004699,476.46,1.21,0.29,4.311,24.964,40.9,48.11,0.0,41.83,360.0,58.23,174.91,100404.11,1,1
6.5,BOOST,56.0000563,95.0004752,480.27,318.0,162.27,56.000066,95.0004744,480.52,1.08,0.25,4.277,26.23,41.043,48.897,0.0,40.78,0.0,57.08,179.76,100401.68,1,1
6.6,BOOST,56.0000805,95.000482,484.38,318.0,166.38,56.0000902,95.0004813,484.63,1.08,0.25,4.277,27.548,41.171,49.722,360.0,39.74,360.0,55.9,184.69,100398.99,1,1
6.7,BOOST,56.0001058,95.0004889,488.5,318.0,170.5,56.0001156,95.0004882,488.78,1.09,0.28,4.277,28.888,41.281,50.566,0.0,38.7,360.0,54.72,189.71,100396.17,1,1
6.8,BOOST,56.0001324,95.0004958,492.64,318.0,174.64,56.0001422,95.000495,492.91,1.09,0.28,4.277,30.245,41.361,51.417,360.0,37.67,0.0,53.55,194.81,100393.22,1,1
6.9,BOOST,56.0001601,95.0005027,496.77,319.0,177.77,56.0001658,95.000504,497.02,0.65,0.25,4.306,31.521,41.411,52.22,0.0,36.64,360.0,52.47,199.99,100390.58,1,1
7.0,BOOST,56.000189,95.0005096,500.92,319.0,181.92,56.0001948,95.0005109,501.17,0.65,0.25,4.307,32.916,41.442,53.098,0.0,35.62,0.0,51.3,205.26,100387.37,1,1
7.1,BOOST,56.0002192,95.0005164,505.07,319.0,186.07,56.0002241,95.000516,505.57,0.55,0.5,4.283,34.31,41.503,54.018,360.0,34.6,0.0,50.2,210.61,100384.11,1,1
7.2,BOOST,56.0002506,95.0005233,509.22,319.0,190.22,56.0002556,95.0005228,509.71,0.55,0.5,4.283,35.741,41.484,54.924,360.0,33.59,360.0,49.05,216.06,100380.61,1,1
7.3,BOOST,56.0002834,95.0005302,513.36,319.0,194.36,56.0002891,95.0005309,513.76,0.64,0.4,4.299,37.208,41.417,55.842,360.0,32.58,0.0,47.88,221.6,100376.87,1,1
7.4,BOOST,56.0003175,95.0005371,517.5,319.0,198.5,56.0003232,95.0005378,517.9,0.64,0.4,4.298,38.672,41.347,56.777,360.0,31.59,360.0,46.74,227.23,100373.08,1,1
7.5,BOOST,56.0003529,95.0005439,521.63,319.0,202.63,56.0003574,95.0005402,521.99,0.55,0.36,4.242,40.125,41.244,57.698,0.0,30.6,0.0,45.63,232.96,100369.28,1,1
7.6,BOOST,56.0003896,95.0005507,525.75,319.0,206.75,56.0003941,95.000547,526.1,0.55,0.36,4.242,41.621,41.123,58.663,360.0,29.62,360.0,44.51,238.77,100365.2,1,1
7.7,BOOST,56.0004275,95.0005575,529.86,319.0,210.86,56.0004281,95.0005539,530.31,0.23,0.45,4.243,43.042,40.996,59.593,360.0,28.65,0.0,43.47,244.69,100361.42,1,1
7.8,BOOST,56.0004669,95.0005643,533.95,319.0,214.95,56.0004675,95.0005607,534.4,0.23,0.45,4.242,44.568,40.824,60.588,0.0,27.69,360.0,42.36,250.7,100357.04,1,1
7.9,BOOST,56.0005076,95.000571,538.02,319.0,219.02,56.0005091,95.0005649,538.44,0.42,0.42,4.211,46.125,40.618,61.605,360.0,26.74,0.0,41.25,256.81,100352.41,1,1
8.0,BOOST,56.0005497,95.0005778,542.07,319.0,223.07,56.0005513,95.0005716,542.49,0.42,0.42,4.21,47.677,40.396,62.631,0.0,25.8,360.0,40.16,263.02,100347.73,1,1
8.1,BOOST,56.0005932,95.0005845,546.09,319.0,227.09,56.0005937,95.000575,546.39,0.59,0.29,4.171,49.219,40.123,63.638,0.0,24.87,0.0,39.09,269.33,100343.01,1,1
8.2,BOOST,56.0006382,95.0005911,550.09,319.0,231.09,56.0006386,95.0005817,550.39,0.59,0.29,4.171,50.796,39.849,64.696,360.0,23.95,360.0,38.02,275.75,100338.02,1,1
8.3,BOOST,56.0006845,95.0005978,554.06,319.0,235.06,56.0006866,95.0005886,554.32,0.62,0.26,4.171,52.417,39.544,65.793,360.0,23.05,0.0,36.94,282.28,100332.67,1,1
8.4,BOOST,56.0007323,95.0006045,558.0,318.0,240.0,56.0007344,95.0005953,558.26,0.62,0.26,4.17,54.014,39.22,66.881,360.0,22.16,0.0,35.9,288.91,100327.36,1,1
8.5,BOOST,56.0007816,95.0006112,561.91,318.0,243.91,56.0007846,95.0006015,562.28,0.69,0.37,4.167,55.639,38.891,68.012,0.0,21.29,360.0,34.88,295.66,100321.78,1,1
8.6,BOOST,56.0008323,95.0006179,565.78,318.0,247.78,56.0008353,95.0006082,566.15,0.69,0.37,4.167,57.257,38.517,69.133,0.0,20.43,0.0,33.86,302.52,100316.15,1,1
8.7,BOOST,56.0008844,95.0006245,569.61,318.0,251.61,56.0008859,95.000612,569.88,0.8,0.27,4.136,58.852,38.1,70.231,360.0,19.58,0.0,32.85,309.48,100310.52,1,1
8.8,BOOST,56.000938,95.0006311,573.4,318.0,255.4,56.0009395,95.0006186,573.67,0.8,0.27,4.136,60.486,37.678,71.381,360.0,18.75,360.0,31.86,316.56,100304.56,1,1
8.9,BOOST,56.0009931,95.0006378,577.15,318.0,259.15,56.0009958,95.0006309,577.55,0.53,0.4,4.194,62.15,37.256,72.582,0.0,17.94,0.0,30.88,323.77,100298.3,1,1
9.0,BOOST,56.0010496,95.0006446,580.85,318.0,262.85,56.0010524,95.0006376,581.25,0.53,0.4,4.193,63.799,36.786,73.764,0.0,17.14,360.0,29.91,331.08,100292.01,1,1
9.1,BOOST,56.0011076,95.0006513,584.5,318.0,266.5,56.0011087,95.0006462,584.53,0.34,0.03,4.209,65.422,36.229,74.902,0.0,16.36,360.0,28.93,338.52,100285.75,1,1
9.2,BOOST,56.0011671,95.0006581,588.09,318.0,270.09,56.0011682,95.0006529,588.13,0.34,0.03,4.208,67.082,35.714,76.114,360.0,15.6,360.0,27.98,346.07,100279.13,1,1
9.3,BOOST,56.0012281,95.0006648,591.64,318.0,273.64,56.0012301,95.0006587,591.59,0.44,-0.05,4.197,68.767,35.164,77.35,360.0,14.86,0.0,27.04,353.74,100272.24,1,1
9.4,BOOST,56.0012907,95.0006715,595.13,319.0,276.13,56.0012926,95.0006654,595.08,0.44,-0.05,4.196,70.44,34.605,78.593,360.0,14.14,0.0,26.12,361.54,100265.29,1,1
9.5,BOOST,56.0013547,95.0006782,598.56,319.0,279.56,56.0013579,95.0006717,598.55,0.54,-0.01,4.191,72.139,34.031,79.873,0.0,13.43,0.0,25.22,369.47,100258.03,1,1
9.6,BOOST,56.0014202,95.000685,601.93,319.0,282.93,56.0014235,95.0006784,601.92,0.54,-0.01,4.191,73.818,33.43,81.144,0.0,12.75,360.0,24.33,377.52,100250.74,1,1
9.7,BOOST,56.0014873,95.0006916,605.24,319.0,286.24,56.0014917,95.0006821,605.25,0.77,0.01,4.16,75.524,32.812,82.449,0.0,12.09,0.0,23.45,385.7,100243.16,1,1
9.8,BOOST,56.0015559,95.0006983,608.49,320.0,288.49,56.0015603,95.0006888,608.5,0.77,0.01,4.16,77.212,32.171,83.749,0.0,11.45,360.0,22.59,394.01,100235.53,1,1
9.9,BOOST,56.001626,95.000705,611.68,320.0,291.68,56.00163,95.0006957,611.63,0.73,-0.05,4.162,78.896,31.503,85.055,360.0,10.83,360.0,21.74,402.45,100227.77,1,1
10.0,BOOST,56.0016976,95.0007116,614.79,320.0,294.79,56.0017017,95.0007024,614.75,0.73,-0.05,4.161,80.588,30.825,86.383,360.0,10.23,0.0,20.91,411.02,100219.81,1,1
10.1,BOOST,56.0017708,95.0007183,617.85,320.0,297.85,56.0017744,95.0007074,618.1,0.79,0.26,4.144,82.278,30.177,87.735,0.0,9.66,0.0,20.12,419.73,100211.72,1,1
10.2,BOOST,56.0018454,95.0007249,620.83,321.0,299.83,56.0018491,95.0007141,621.08,0.79,0.26,4.145,83.975,29.464,89.09,360.0,9.11,360.0,19.31,428.57,100203.42,1,1
10.3,BOOST,56.0019216,95.0007316,623.74,321.0,302.74,56.0019223,95.0007211,623.84,0.66,0.1,4.147,85.624,28.713,90.405,0.0,8.59,360.0,18.52,437.55,100195.28,1,1
10.4,BOOST,56.0019992,95.0007382,626.57,321.0,305.57,56.0019999,95.0007277,626.67,0.66,0.1,4.147,87.324,27.969,91.787,0.0,8.09,360.0,17.74,446.66,100186.65,1,1
10.5,BOOST,56.0020784,95.0007449,629.33,321.0,308.33,56.0020779,95.0007371,629.6,0.49,0.27,4.17,89.005,27.233,93.172,360.0,7.62,0.0,17.0,455.91,100177.98,1,1
10.6,BOOST,56.0021591,95.0007516,632.02,323.0,309.02,56.0021586,95.0007438,632.28,0.49,0.27,4.169,90.706,26.462,94.579,0.0,7.17,0.0,16.25,465.3,100169.01,1,1
10.7,BOOST,56.0022414,95.0007583,634.62,323.0,311.62,56.0022428,95.0007557,634.84,0.23,0.22,4.214,92.44,25.669,96.03,0.0,6.75,360.0,15.5,474.83,100159.64,1,1
10.8,BOOST,56.0023251,95.0007651,637.15,323.0,314.15,56.0023266,95.0007624,637.36,0.23,0.22,4.213,94.142,24.871,97.463,0.0,6.36,0.0,14.78,484.51,100150.32,1,1
10.9,BOOST,56.0024105,95.0007718,639.6,326.0,313.6,56.0024124,95.0007698,639.83,0.25,0.24,4.216,95.851,24.065,98.915,0.0,6.0,0.0,14.08,494.33,100140.79,1,1
11.0,BOOST,56.0024973,95.0007786,641.96,326.0,315.96,56.0024992,95.0007765,642.2,0.25,0.24,4.214,97.552,23.245,100.371,360.0,5.66,0.0,13.39,504.29,100131.13,1,1
11.1,BOOST,56.0025857,95.0007853,644.24,326.0,318.24,56.0025869,95.000782,644.41,0.25,0.17,4.202,99.242,22.407,101.827,360.0,5.35,360.0,12.71,514.4,100121.39,1,1
11.2,BOOST,56.0026756,95.0007921,646.44,328.0,318.44,56.0026767,95.0007887,646.61,0.25,0.17,4.201,100.942,21.57,103.307,360.0,5.08,360.0,12.05,524.66,100111.39,1,1
11.3,BOOST,56.002767,95.0007988,648.56,328.0,320.56,56.0027683,95.0007939,648.63,0.33,0.07,4.186,102.643,20.712,104.795,0.0,4.83,0.0,11.4,535.07,100101.21,1,1
11.4,BOOST,56.00286,95.0008055,650.58,328.0,322.58,56.0028612,95.0008006,650.65,0.33,0.07,4.184,104.34,19.859,106.295,360.0,4.61,0.0,10.77,545.62,100090.88,1,1
11.5,BOOST,56.0029544,95.0008123,652.53,331.0,321.53,56.0029556,95.0008119,652.66,0.14,0.14,4.219,106.035,19.011,107.808,0.0,4.43,0.0,10.16,556.33,100080.38,1,1
11.6,BOOST,56.0030504,95.000819,654.39,331.0,323.39,56.0030516,95.0008186,654.52,0.14,0.14,4.218,107.729,18.15,109.329,0.0,4.28,0.0,9.56,567.19,100069.7,1,1
11.7,BOOST,56.0031479,95.0008257,656.16,331.0,325.16,56.0031456,95.0008225,656.33,0.33,0.17,4.192,109.37,17.289,110.808,0.0,4.16,360.0,8.98,578.19,100059.26,1,1
11.8,BOOST,56.0032469,95.0008325,657.84,333.0,324.84,56.0032446,95.0008292,658.01,0.33,0.17,4.19,111.062,16.423,112.348,360.0,4.07,0.0,8.41,589.35,100048.25,1,1
11.9,BOOST,56.0033474,95.0008391,659.44,333.0,326.44,56.003346,95.0008316,659.62,0.49,0.18,4.155,112.764,15.555,113.907,360.0,4.02,0.0,7.85,600.67,100036.97,1,1
12.0,CRUISE,56.0034494,95.0008458,660.96,333.0,327.96,56.0034481,95.0008382,661.13,0.49,0.18,4.154,114.451,14.687,115.464,360.0,4.0,0.0,7.31,612.14,100025.62,1,1
12.1,CRUISE,56.0035523,95.0008528,662.36,333.0,329.36,56.0035518,95.0008466,662.56,0.39,0.2,4.638,114.612,13.38,115.484,0.0,6.65,2.32,6.65,623.69,100014.09,1,0
12.2,CRUISE,56.0036553,95.0008606,663.63,333.0,330.63,56.0036548,95.0008544,663.83,0.39,0.2,5.112,114.756,12.069,115.503,360.0,6.0,2.55,6.0,635.24,100002.64,1,0
12.3,CRUISE,56.0037584,95.0008692,664.78,333.0,331.78,56.0037575,95.0008646,665.13,0.31,0.35,5.598,114.888,10.776,115.528,360.0,5.35,2.79,5.35,646.79,99991.22,1,0
12.4,CRUISE,56.0038617,95.0008786,665.79,333.0,332.79,56.0038607,95.0008739,666.14,0.31,0.35,6.072,115.021,9.461,115.569,0.0,4.7,3.02,4.7,658.34,99979.74,1,0
12.5,CRUISE,56.003965,95.0008887,666.67,333.0,333.67,56.0039638,95.0008856,667.09,0.24,0.42,6.56,115.144,8.155,115.619,0.0,4.04,3.26,4.04,669.9,99968.28,1,0
12.6,CRUISE,56.0040685,95.0008996,667.42,332.0,335.42,56.0040672,95.0008965,667.84,0.24,0.42,7.034,115.266,6.836,115.682,0.0,3.39,3.49,3.39,681.47,99956.78,1,0
12.7,CRUISE,56.0041721,95.0009112,668.04,332.0,336.04,56.004171,95.000904,668.51,0.47,0.47,7.48,115.381,5.52,115.755,360.0,2.73,3.71,2.73,693.04,99945.24,1,0
12.8,CRUISE,56.0042758,95.0009236,668.52,332.0,336.52,56.0042747,95.0009164,668.99,0.47,0.47,7.958,115.49,4.197,115.84,0.0,2.08,3.94,2.08,704.62,99933.71,1,0
12.9,CRUISE,56.0043795,95.0009367,668.87,329.0,339.87,56.0043777,95.0009256,669.21,0.72,0.34,8.407,115.584,2.855,115.924,0.0,1.41,4.16,1.41,716.2,99922.26,1,0
13.0,CRUISE,56.0044834,95.0009506,669.09,329.0,340.09,56.0044815,95.0009395,669.43,0.72,0.34,8.886,115.68,1.527,116.031,0.0,0.75,4.39,0.75,727.8,99910.71,1,0
13.1,CRUISE,56.0045873,95.0009651,669.18,326.0,343.18,56.0045842,95.000948,669.5,1.12,0.32,9.323,115.757,0.196,116.132,360.0,0.1,4.6,0.1,739.41,99899.29,1,0
13.2,CRUISE,56.0046913,95.0009804,669.13,325.0,344.13,56.0046883,95.0009633,669.46,1.12,0.32,9.803,115.841,-1.135,116.261,0.0,359.44,4.84,-0.56,751.03,99887.73,1,0
