time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
4.7,BOOST,55.9999892,94.9996818,387.84,317.0,70.84,55.9999962,94.9996891,387.84,0.9,-0.01,-4.809,11.597,29.712,32.256,360.0,59.46,0.0,67.09,78.37,100409.45,1,1
4.8,BOOST,56.0,94.9996741,390.84,317.0,73.84,56.000007,94.9996813,390.83,0.9,-0.01,-4.81,12.484,30.196,33.027,360.0,58.45,360.0,66.1,81.63,100408.24,1,1
4.9,BOOST,56.0000117,94.9996665,393.89,317.0,76.89,56.0000206,94.9996777,393.95,1.22,0.06,-4.73,13.464,30.689,33.845,0.0,57.44,360.0,65.06,84.98,100406.73,1,1
5.0,BOOST,56.0000242,94.999659,396.98,317.0,79.98,56.0000332,94.9996701,397.04,1.22,0.06,-4.73,14.402,31.143,34.636,0.0,56.42,360.0,64.05,88.4,100405.33,1,1
5.1,BOOST,56.0000374,94.9996514,400.11,317.0,83.11,56.0000436,94.9996621,400.04,0.96,-0.07,-4.738,15.268,31.537,35.357,360.0,55.4,0.0,63.12,91.9,100404.17,1,1
5.2,BOOST,56.0000516,94.9996438,403.28,317.0,86.28,56.0000578,94.9996545,403.21,0.96,-0.07,-4.737,16.258,31.958,36.168,0.0,54.37,0.0,62.08,95.48,100402.6,1,1
5.3,BOOST,56.0000666,94.999636,406.5,317.0,89.5,56.0000712,94.9996399,406.55,0.56,0.04,-4.86,17.22,32.396,37.009,0.0,53.34,360.0,61.09,99.14,100401.11,1,1
5.4,BOOST,56.0000825,94.9996282,409.76,317.0,92.76,56.0000871,94.9996321,409.81,0.56,0.04,-4.86,18.259,32.781,37.836,360.0,52.3,360.0,60.04,102.88,100399.34,1,1
5.5,BOOST,56.0000994,94.9996206,413.05,317.0,96.05,56.0001031,94.9996328,412.81,0.86,-0.25,-4.713,19.297,33.061,38.57,360.0,51.26,0.0,59.0,106.7,100397.56,1,1
5.6,BOOST,56.0001172,94.9996131,416.37,317.0,99.37,56.0001209,94.9996253,416.13,0.86,-0.25,-4.712,20.387,33.41,39.422,0.0,50.21,360.0,57.94,110.6,100395.58,1,1
5.7,BOOST,56.0001359,94.9996053,419.73,317.0,102.73,56.0001337,94.9996091,419.41,0.34,-0.32,-4.855,21.324,33.718,40.189,360.0,49.17,360.0,57.03,114.58,100394.15,1,1
5.8,BOOST,56.0001555,94.9995975,423.12,318.0,105.12,56.0001534,94.9996013,422.8,0.34,-0.32,-4.854,22.463,34.026,41.06,0.0,48.12,0.0,55.96,118.64,100391.96,1,1
5.9,BOOST,56.0001763,94.9995898,426.54,318.0,108.54,56.0001765,94.999594,426.27,0.27,-0.27,-4.845,23.694,34.326,41.99,360.0,47.07,360.0,54.83,122.79,100389.39,1,1
6.0,BOOST,56.0001981,94.999582,429.98,318.0,111.98,56.0001983,94.9995863,429.71,0.27,-0.27,-4.843,24.88,34.593,42.885,0.0,46.02,0.0,53.77,127.04,100386.97,1,1
6.1,BOOST,56.0002211,94.9995742,433.46,318.0,115.46,56.0002243,94.9995787,433.45,0.46,-0.01,-4.84,26.174,34.908,43.898,360.0,44.97,360.0,52.67,131.38,100384.08,1,1
6.2,BOOST,56.0002451,94.9995665,436.96,318.0,118.96,56.0002484,94.9995709,436.96,0.46,-0.01,-4.839,27.407,35.131,44.819,0.0,43.92,360.0,51.61,135.82,100381.4,1,1
6.3,BOOST,56.0002704,94.9995587,440.49,318.0,122.49,56.0002776,94.999563,440.65,0.84,0.16,-4.842,28.769,35.374,45.852,0.0,42.87,0.0,50.49,140.36,100378.16,1,1
6.4,BOOST,56.0002968,94.999551,444.04,318.0,126.04,56.000304,94.9995552,444.19,0.84,0.16,-4.841,30.044,35.551,46.797,0.0,41.83,0.0,49.44,144.99,100375.22,1,1
6.5,BOOST,56.0003244,94.9995432,447.6,318.0,129.6,56.0003314,94.999547,447.7,0.82,0.1,-4.847,31.337,35.691,47.743,0.0,40.78,0.0,48.38,149.72,100372.17,1,1
6.6,BOOST,56.0003531,94.9995354,451.17,318.0,133.17,56.0003601,94.9995392,451.27,0.82,0.1,-4.845,32.654,35.823,48.714,0.0,39.74,360.0,47.34,154.54,100368.98,1,1
6.7,BOOST,56.0003831,94.9995276,454.76,318.0,136.76,56.0003928,94.9995301,454.92,1.09,0.16,-4.864,34.061,35.945,49.758,360.0,38.7,0.0,46.25,159.47,100365.35,1,1
6.8,BOOST,56.0004143,94.9995198,458.36,318.0,140.36,56.000424,94.9995223,458.52,1.09,0.16,-4.862,35.419,36.027,50.755,0.0,37.67,360.0,45.22,164.5,100361.88,1,1
6.9,BOOST,56.0004467,94.9995119,461.97,319.0,142.97,56.000457,94.9995092,461.98,1.16,0.02,-4.934,36.812,36.053,51.762,360.0,36.64,0.0,44.15,169.62,100358.2,1,1
7.0,BOOST,56.0004804,94.999504,465.57,319.0,146.57,56.0004907,94.9995013,465.59,1.16,0.02,-4.933,38.209,36.088,52.788,360.0,35.62,0.0,43.13,174.85,100354.46,1,1
7.1,BOOST,56.0005153,94.9994961,469.19,319.0,150.19,56.0005242,94.999494,469.7,0.99,0.5,-4.922,39.587,36.206,53.872,360.0,34.6,360.0,42.23,180.19,100350.74,1,1
7.2,BOOST,56.0005515,94.9994882,472.81,319.0,153.81,56.0005604,94.9994861,473.32,0.99,0.5,-4.92,41.02,36.19,54.923,0.0,33.59,360.0,41.22,185.63,100346.71,1,1
7.3,BOOST,56.000589,94.9994804,476.43,319.0,157.43,56.0005967,94.9994824,476.83,0.86,0.4,-4.865,42.441,36.124,55.945,0.0,32.58,0.0,40.22,191.17,100342.68,1,1
7.4,BOOST,56.0006278,94.9994726,480.04,319.0,161.04,56.0006355,94.9994746,480.44,0.86,0.4,-4.863,43.906,36.059,57.023,0.0,31.59,360.0,39.22,196.82,100338.36,1,1
7.5,BOOST,56.0006679,94.9994648,483.63,319.0,164.63,56.0006774,94.9994628,483.83,1.07,0.2,-4.911,45.429,35.923,58.124,360.0,30.6,360.0,38.17,202.58,100333.7,1,1
7.6,BOOST,56.0007094,94.9994569,487.22,321.0,166.22,56.0007189,94.9994549,487.42,1.07,0.2,-4.908,46.925,35.804,59.228,0.0,29.62,0.0,37.19,208.45,100329.09,1,1
7.7,BOOST,56.0007522,94.9994491,490.79,321.0,169.79,56.0007603,94.9994494,490.99,0.9,0.2,-4.878,48.404,35.66,60.319,0.0,28.65,0.0,36.24,214.43,100324.49,1,1
7.8,BOOST,56.0007963,94.9994413,494.35,321.0,173.35,56.0008044,94.9994415,494.55,0.9,0.2,-4.876,49.929,35.491,61.451,0.0,27.69,360.0,35.28,220.51,100319.58,1,1
7.9,BOOST,56.0008417,94.9994334,497.89,321.0,176.89,56.0008437,94.9994281,498.06,0.39,0.17,-4.941,51.335,35.291,62.491,360.0,26.74,360.0,34.38,226.71,100315.2,1,1
8.0,BOOST,56.0008885,94.9994254,501.41,321.0,180.41,56.0008906,94.9994202,501.58,0.39,0.17,-4.94,52.887,35.071,63.651,0.0,25.8,0.0,33.43,233.02,100310.0,1,1
8.1,BOOST,56.0009367,94.9994175,504.9,321.0,183.9,56.0009384,94.999412,505.01,0.39,0.1,-4.941,54.443,34.812,64.81,0.0,24.87,0.0,32.49,239.44,100304.68,1,1
8.2,BOOST,56.0009863,94.9994096,508.37,321.0,187.37,56.000988,94.9994041,508.47,0.39,0.1,-4.94,56.018,34.541,65.996,0.0,23.95,0.0,31.56,245.98,100299.16,1,1
8.3,BOOST,56.0010374,94.9994017,511.81,321.0,190.81,56.00104,94.9993958,511.84,0.47,0.03,-4.941,57.624,34.23,67.206,0.0,23.05,360.0,30.62,252.64,100293.38,1,1
8.4,BOOST,56.0010899,94.9993938,515.22,321.0,194.22,56.0010925,94.9993879,515.25,0.47,0.03,-4.939,59.221,33.91,68.421,0.0,22.16,0.0,29.71,259.43,100287.54,1,1
8.5,BOOST,56.0011438,94.9993857,518.59,321.0,197.59,56.001146,94.9993744,518.66,0.75,0.07,-4.998,60.819,33.57,69.648,0.0,21.29,0.0,28.82,266.33,100281.6,1,1
8.6,BOOST,56.0011991,94.9993777,521.93,321.0,200.93,56.0012013,94.9993664,522.0,0.75,0.07,-4.996,62.435,33.198,70.889,0.0,20.43,0.0,27.92,273.36,100275.44,1,1
8.7,BOOST,56.0012559,94.9993698,525.23,320.0,205.23,56.0012565,94.9993596,525.32,0.64,0.09,-4.981,64.027,32.807,72.115,360.0,19.58,0.0,27.06,280.51,100269.31,1,1
8.8,BOOST,56.0013141,94.9993618,528.49,320.0,208.49,56.0013147,94.9993516,528.58,0.64,0.09,-4.977,65.66,32.388,73.382,0.0,18.75,0.0,26.19,287.78,100262.84,1,1
8.9,BOOST,56.0013738,94.9993537,531.71,320.0,211.71,56.001372,94.9993393,531.81,0.92,0.1,-5.021,67.255,31.947,74.626,360.0,17.94,0.0,25.35,295.18,100256.46,1,1
9.0,BOOST,56.0014349,94.9993457,534.88,320.0,214.88,56.0014332,94.9993313,534.98,0.92,0.1,-5.018,68.901,31.48,75.918,0.0,17.14,360.0,24.5,302.71,100249.66,1,1
9.1,BOOST,56.0014975,94.9993377,538.0,320.0,218.0,56.0014941,94.9993243,538.02,0.92,0.02,-5.004,70.525,30.977,77.19,360.0,16.36,360.0,23.66,310.37,100242.89,1,1
9.2,BOOST,56.0015616,94.9993296,541.07,321.0,220.07,56.0015582,94.9993163,541.09,0.92,0.02,-5.001,72.184,30.465,78.509,360.0,15.6,360.0,22.83,318.15,100235.76,1,1
9.3,BOOST,56.0016271,94.9993216,544.09,321.0,223.09,56.0016205,94.9993067,544.23,1.19,0.14,-5.014,73.789,29.95,79.793,0.0,14.86,360.0,22.05,326.07,100228.84,1,1
9.4,BOOST,56.0016942,94.9993136,547.06,321.0,226.06,56.0016875,94.9992986,547.2,1.19,0.14,-5.011,75.46,29.395,81.138,0.0,14.14,360.0,21.24,334.12,100221.39,1,1
9.5,BOOST,56.0017627,94.9993056,549.97,321.0,228.97,56.0017553,94.9992918,549.96,1.19,-0.01,-4.994,77.121,28.793,82.473,360.0,13.43,360.0,20.43,342.3,100213.85,1,1
9.6,BOOST,56.0018327,94.9992976,552.82,322.0,230.82,56.0018253,94.9992838,552.81,1.19,-0.01,-4.99,78.799,28.196,83.841,0.0,12.75,360.0,19.65,350.61,100206.06,1,1
9.7,BOOST,56.0019043,94.9992896,555.61,322.0,233.61,56.0019003,94.9992757,555.52,0.97,-0.09,-4.986,80.541,27.566,85.273,0.0,12.09,0.0,18.86,359.07,100197.72,1,1
9.8,BOOST,56.0019774,94.9992816,558.33,322.0,236.33,56.0019734,94.9992677,558.24,0.97,-0.09,-4.983,82.227,26.929,86.667,0.0,11.45,0.0,18.1,367.67,100189.6,1,1
9.9,BOOST,56.002052,94.9992736,561.0,322.0,239.0,56.0020493,94.9992619,561.05,0.79,0.06,-4.958,83.935,26.298,88.098,0.0,10.83,360.0,17.37,376.41,100181.16,1,1
10.0,BOOST,56.0021281,94.9992657,563.59,323.0,240.59,56.0021254,94.999254,563.65,0.79,0.06,-4.955,85.625,25.625,89.515,0.0,10.23,0.0,16.63,385.29,100172.7,1,1
10.1,BOOST,56.0022058,94.9992578,566.12,323.0,243.12,56.0022023,94.9992473,566.28,0.76,0.16,-4.939,87.306,24.95,90.935,360.0,9.66,360.0,15.92,394.32,100164.14,1,1
10.2,BOOST,56.002285,94.9992498,568.58,323.0,245.58,56.0022815,94.9992394,568.74,0.76,0.16,-4.937,89.0,24.241,92.374,0.0,9.11,0.0,15.21,403.48,100155.34,1,1
10.3,BOOST,56.0023656,94.9992419,570.97,323.0,247.97,56.0023607,94.9992305,571.1,0.9,0.13,-4.942,90.671,23.511,93.8,0.0,8.59,0.0,14.52,412.79,100146.53,1,1
10.4,BOOST,56.0024478,94.999234,573.28,323.0,250.28,56.0024429,94.9992226,573.42,0.9,0.13,-4.938,92.366,22.771,95.26,0.0,8.09,0.0,13.83,422.25,100137.39,1,1
10.5,BOOST,56.0025316,94.9992261,575.52,323.0,252.52,56.0025316,94.9992185,575.61,0.48,0.09,-4.9,94.143,22.01,96.806,360.0,7.62,0.0,13.14,431.86,100127.53,1,1
10.6,BOOST,56.0026169,94.9992183,577.68,323.0,254.68,56.0026169,94.9992107,577.78,0.48,0.09,-4.895,95.84,21.242,98.288,360.0,7.17,360.0,12.48,441.61,100118.04,1,1
10.7,BOOST,56.0027038,94.9992104,579.77,324.0,255.77,56.0027046,94.9992007,580.11,0.61,0.34,-4.911,97.551,20.498,99.802,360.0,6.75,0.0,11.85,451.52,100108.3,1,1
10.8,BOOST,56.0027922,94.9992026,581.78,324.0,257.78,56.0027929,94.9991929,582.12,0.61,0.34,-4.906,99.248,19.705,101.304,360.0,6.36,360.0,11.22,461.58,100098.47,1,1
10.9,BOOST,56.0028821,94.9991947,583.71,324.0,259.71,56.0028829,94.9991886,584.13,0.4,0.42,-4.871,100.946,18.912,102.818,360.0,6.0,360.0,10.6,471.78,100088.46,1,1
11.0,BOOST,56.0029735,94.9991869,585.57,327.0,258.57,56.0029744,94.9991808,585.98,0.4,0.42,-4.868,102.643,18.098,104.34,0.0,5.66,360.0,9.99,482.14,100078.3,1,1
11.1,BOOST,56.0030664,94.9991792,587.33,327.0,260.33,56.0030661,94.9991791,587.55,0.04,0.21,-4.812,104.321,17.245,105.846,0.0,5.35,0.0,9.38,492.65,100068.1,1,1
11.2,BOOST,56.0031609,94.9991715,589.01,327.0,262.01,56.0031606,94.9991714,589.23,0.04,0.21,-4.807,106.016,16.413,107.387,360.0,5.08,360.0,8.79,503.31,100057.59,1,1
11.3,BOOST,56.0032568,94.9991638,590.61,331.0,259.61,56.0032547,94.9991629,590.75,0.25,0.14,-4.808,107.682,15.563,108.907,0.0,4.83,0.0,8.22,514.13,100047.13,1,1
11.4,BOOST,56.0033543,94.9991561,592.13,331.0,261.13,56.0033522,94.9991552,592.27,0.25,0.14,-4.803,109.373,14.717,110.463,360.0,4.61,360.0,7.66,525.1,100036.29,1,1
11.5,BOOST,56.0034533,94.9991485,593.55,331.0,262.55,56.0034501,94.9991536,593.63,0.48,0.08,-4.749,111.046,13.857,112.008,0.0,4.43,0.0,7.11,536.22,100025.4,1,1
11.6,BOOST,56.0035538,94.9991409,594.9,333.0,261.9,56.0035506,94.999146,594.97,0.48,0.08,-4.745,112.733,13.001,113.579,0.0,4.28,0.0,6.57,547.5,100014.23,1,1
11.7,BOOST,56.0036558,94.9991332,596.15,333.0,263.15,56.0036571,94.9991359,596.24,0.22,0.08,-4.76,114.484,12.142,115.225,0.0,4.16,0.0,6.05,558.95,100002.38,1,1
11.8,BOOST,56.0037594,94.9991256,597.33,334.0,263.33,56.0037607,94.9991283,597.41,0.22,0.08,-4.756,116.168,11.28,116.811,0.0,4.07,360.0,5.54,570.55,99990.86,1,1
11.9,BOOST,56.0038645,94.999118,598.41,334.0,264.41,56.0038662,94.9991204,598.4,0.24,-0.01,-4.754,117.855,10.405,118.409,360.0,4.02,0.0,5.04,582.32,99979.14,1,1
12.0,CRUISE,56.0039711,94.9991104,599.41,334.0,265.41,56.0039728,94.9991128,599.39,0.24,-0.01,-4.749,119.533,9.541,120.007,0.0,4.0,360.0,4.56,594.24,99967.28,1,1
12.1,CRUISE,56.0040785,94.9991032,600.32,333.0,267.32,56.0040795,94.9991007,600.3,0.19,-0.02,-4.171,119.661,8.678,120.048,0.0,4.15,358.0,4.15,606.24,99955.41,1,0
12.2,CRUISE,56.0041861,94.999097,601.14,333.0,268.14,56.0041871,94.9990945,601.13,0.19,-0.02,-3.554,119.796,7.819,120.104,0.0,3.73,358.3,3.73,618.25,99943.45,1,0
12.3,CRUISE,56.0042937,94.9990918,601.88,333.0,268.88,56.0042928,94.9990905,601.88,0.13,0.0,-2.928,119.901,6.964,120.139,360.0,3.32,358.6,3.32,630.26,99931.7,1,0
12.4,CRUISE,56.0044014,94.9990876,602.54,332.0,270.54,56.0044005,94.9990863,602.54,0.13,0.0,-2.311,120.031,6.11,120.208,360.0,2.91,358.9,2.91,642.28,99919.72,1,0
12.5,CRUISE,56.0045093,94.9990844,603.1,332.0,271.1,56.0045067,94.9990865,603.06,0.31,-0.04,-1.667,120.135,5.254,120.261,360.0,2.5,359.2,2.5,654.3,99907.91,1,0
12.6,CRUISE,56.0046172,94.9990823,603.59,330.0,273.59,56.0046147,94.9990844,603.54,0.31,-0.04,-1.048,120.259,4.402,120.344,360.0,2.1,359.5,2.1,666.33,99895.91,1,0
12.7,CRUISE,56.0047253,94.9990811,603.98,330.0,273.98,56.0047231,94.9990811,603.95,0.25,-0.04,-0.444,120.384,3.553,120.438,0.0,1.69,359.79,1.69,678.37,99883.85,1,0
12.8,CRUISE,56.0048335,94.9990808,604.3,330.0,274.3,56.0048313,94.9990809,604.26,0.25,-0.04,0.177,120.504,2.706,120.534,360.0,1.29,0.08,1.29,690.42,99871.82,1,0
12.9,CRUISE,56.0049417,94.9990816,604.53,328.0,276.53,56.0049381,94.9990793,604.66,0.43,0.13,0.783,120.601,1.878,120.618,0.0,0.89,0.37,0.89,702.47,99859.95,1,0
13.0,CRUISE,56.0050501,94.9990834,604.67,328.0,276.67,56.0050464,94.9990811,604.8,0.43,0.13,1.405,120.715,1.035,120.728,360.0,0.49,0.67,0.49,714.54,99847.9,1,0
13.1,CRUISE,56.0051586,94.9990861,604.73,327.0,277.73,56.0051537,94.9990826,604.79,0.59,0.06,2.021,120.811,0.186,120.828,360.0,0.09,0.96,0.09,726.62,99835.97,1,0
